155392497,155347563,54484
155347563,155392497,54484
155347563,155356150,26945
155347563,154841150,29265
154766929,154766950,949
154766929,154766950,966
154766950,154763442,11669
154833326,946821908,9126
946821908,946821532,975
946821908,155873362,467
155229680,3411750149,49
155229680,155397660,1264
3411750149,3411750156,51
3411750149,8680019607,37
155397660,155319470,211
155397660,8680019589,115
155397660,1358764547,306
155242131,1355914883,52
1355914883,1355914647,75
155244888,155244894,325
155244888,478592076,536
155244894,946332678,887
478592076,155246272,464
946332678,946332745,337
946332678,946332513,776
155246272,155282107,168
155282107,946332601,541
155282107,946332804,576
155246280,3411750646,42
3411750646,155246272,252
155247712,1355914685,33
155247712,1355914838,104
1355914685,155247712,33
1355914685,155277161,11841
1355914838,1355914773,61
1355914838,155349907,1482
1355914838,155247712,104
155257061,944736439,5538
944736439,944736291,324
944736439,944736471,334
155257111,6063536016,421
155257111,155257061,414
6063536016,155257078,30
6063536016,6063536012,43
155258444,946332686,7148
946332686,946332500,804
946332686,946332500,818
155260672,155285729,387
155285729,946640511,1156
155263530,946397389,204
155263530,946397334,294
946397389,639144661,137
946397389,946397362,112
946397334,946397312,782
946397334,155229680,358
155271345,469429734,575
155271345,469433235,218
469429734,469429740,57
469433235,155322825,1382
155274107,944736432,229
944736432,944736322,5961
155277161,155859749,15217
155277161,1355914685,11841
155277161,1906542329,4993
155859749,9611789850,2422
155859749,7081637811,22556
155859749,155277161,15217
1906542329,1906542331,24
1906542329,155277161,4993
155278102,155285729,1417
155278474,155322789,387
155322789,155390528,401
155322789,656916426,2990
155279369,8686621018,4786
155279369,714545454,181
8686621018,8686615511,111
8686621018,8686615511,79
8686621018,155279369,4786
714545454,714545486,497
714545454,8633815287,112
946332601,946332455,334
946332601,946332706,208
946332804,944723307,222
155282109,944723271,719
944723271,944723282,252
944723271,155244894,709
946640511,946640688,434
946640511,946640738,221
155285854,656916550,14
155285854,3411942763,6
155285854,3411942775,150
656916550,155285854,14
656916550,656916678,35
3411942763,155285854,6
3411942763,3411942744,600
3411942775,8678038125,501
155290967,946397322,91
155290967,3431030283,71
946397322,946397349,252
3431030283,639144661,22
155291182,7884948314,383
155291182,714545358,199
7884948314,155291182,383
7884948314,8681152607,3969
714545358,8633815286,111
714545358,714545386,387
155298397,656916396,618
155298397,155313606,140
656916396,656916426,251
656916396,656916535,368
155313606,2359627482,12
155313606,8595705088,4732
155308598,946332483,276
155308598,155282109,628
946332483,946332455,733
946332483,1351010421,376
155311047,155402735,231
155402735,946640837,32
155402735,3823645801,49
155311051,155311047,35
155311051,1356850942,12
1356850942,3823721638,31
1356850942,1356850883,9
2359627482,155313606,12
2359627482,2359732610,3698
8595705088,2359627620,39
8595705088,8595705089,92
155313636,155298397,3447
155318254,1355914883,47
155318594,3823721770,938
155318594,2188531590,1594
3823721770,155311051,31
3823721770,155311047,48
2188531590,946640613,183
2188531590,155318594,1594
155319470,155389092,195
155319470,8678068768,419
155389092,8680019585,108
8678068768,8678068769,10
8678068768,8678068771,185
155319476,1863742537,122
155319476,8680019586,302
1863742537,155376075,35
1863742537,1355975523,53
8680019586,8680019589,200
8680019586,155319470,107
8680019586,8680019585,196
155390528,656915712,201
656916426,946332417,1145
155342942,3411750163,56
3411750163,155229680,236
155344041,155344048,203
155344041,8678068793,48
155344048,3815031932,40
155344048,155344041,203
8678068793,8685713439,340
8678068793,155344041,48
8678068793,639124221,83
3815031932,3815032020,302
155344474,1355887637,57
1355887637,1351010421,255
155349907,1355914838,1482
155349907,3823680638,80
3823680638,946640657,151
3823680638,3823680649,78
155356150,155347563,26945
155356150,2551970749,16629
155356150,2687232852,61
2551970749,155356150,16629
2687232852,155356150,61
155365888,639153733,64
155365888,639153735,46
639153733,8681152607,982
639153733,639153735,49
639153735,3352369664,96
639153735,639153733,49
155369897,660174004,559
155369897,946397383,536
660174004,660174014,522
946397383,155263530,152
8680019585,1355975508,218
8680019585,8680019566,1586
8680019585,8680019586,196
656915712,656915732,715
656915712,155390528,218
155392063,8685712942,1220
155392063,8678068788,207
8685712942,155392063,1220
8685712942,8678068790,194
8678068788,3411750597,61
155394024,8685713438,30
155394024,8678068790,413
8685713438,155394024,30
8685713438,639125945,160
8678068790,8685712942,193
8678068790,155394024,413
8680019589,8680019607,1245
8680019589,155397660,115
1358764547,2359627617,1098
1358764547,155397660,306
946640837,946640688,673
946640837,3823645801,32
3823645801,3823645797,227
9611789850,155897801,47
9611789850,155859749,2422
7081637811,7081637821,105
7081637811,155859749,22556
7081637811,154812926,77
155862239,946750568,1427
946750568,946750850,378
946750568,1906542325,397
155862260,1906542331,7
155862260,1906542336,35
1906542331,1906542329,24
1906542331,155862260,7
1906542336,1906542360,677
155873346,946822032,487
155873346,155873362,175
946822032,154766929,9164
155873362,155873346,175
155873362,9611789845,412
155873362,946821532,525
9611789845,155873362,412
9611789845,155897801,44
9611789845,9611789850,67
946821532,946821055,1166
155880689,3643422064,117
155880689,3479572648,93
155880689,155897801,6612
3643422064,3479572644,10
3643422064,3479572644,10
3643422064,155880689,117
3643422064,3479572648,42
3479572648,946821940,901
3479572648,155880689,93
3479572648,3643422064,42
155897801,9611789845,44
155897801,155880689,6612
155897801,9611789850,47
155880807,3479572644,3536
155880807,5431790076,45
3479572644,3643422064,10
3479572644,3643422064,10
3479572644,155880807,3536
5431790076,573757986,73
155898617,5623148081,624
155898617,155898631,1262
5623148081,494659536,47
5623148081,9571190540,62
155898631,494659388,702
494659388,946820992,3294
469425047,155258444,316
469425047,469429734,219
469428873,469433235,700
469428873,155258444,482
469429740,2359732701,248
469429740,2359627196,825
2359732701,2359732635,10
2359627196,155313636,70
2359627196,155313636,89
155322825,656915075,893
155322825,155278474,1366
469433395,469428873,41
478227064,656914909,532
478227064,3823620043,1227
656914909,1355875700,265
3823620043,469425047,1580
478229489,478227064,1549
478229635,944723282,669
478229635,478592076,670
944723282,155319476,40
493673618,1863742580,392
493673618,944736432,400
494659349,494659388,2037
946820992,155862239,558
946820992,1906542361,428
494659482,573757965,433
494659482,494659511,585
494659511,946822201,688
946822201,946821791,1002
494659536,573757904,22
494659536,9571190540,33
9571190540,155880807,305
573757986,573757904,220
573757986,155898631,793
573826540,494659511,564
639124142,2359627864,30
639124142,1356841399,146
2359627864,2359627860,7
2359627864,639124208,150
1356841399,639124142,146
1356841399,1356841411,163
639124208,1356841408,38
639124208,639124221,529
1356841408,639124208,38
1356841408,1356841413,35
639124221,8678068793,83
639124221,639124208,529
639124221,639125945,88
639125945,3704979778,68
639125945,8685713438,160
639124304,1356841408,92
639124304,2359627860,193
2359627860,6049400369,2205
3704979778,8678068793,39
3704979778,155344041,65
639144661,3411750163,83
8681152607,7884948314,3969
8681152607,639153733,982
8681152607,8681152610,77
3352369664,639153735,96
3352369664,3352369684,87
656915732,656915712,715
656915732,656915955,174
656915955,656915963,30
656915955,656916013,196
656915941,656915732,147
656915941,478229489,315
656915963,656915941,33
656916013,656915963,195
656916013,3411942744,522
3411942744,656916013,522
3411942744,155285854,601
656916329,656916384,319
656916329,478229489,2014
656916384,155313606,603
656916535,8678038125,442
656916535,656916536,39
946332417,946332450,645
946332417,1863742517,268
8678038125,8678038126,8
8678038125,8678068759,1090
8678038125,656916535,442
656916536,656916544,154
656916536,656916384,248
656916544,656916550,142
656916544,3411942775,36
656916678,656916550,35
656916678,656916535,327
660173972,946397318,662
660173972,946397383,255
946397318,946640889,2594
660173984,660173972,298
660173996,1355534479,58
660173996,660173999,78
1355534479,660173999,42
660173999,660173984,262
660174014,1355534505,90
660174014,1355534481,107
1355534505,1355534479,12
1355534505,6049400381,491
712885086,714545313,4093
714545313,714545350,673
714545313,714545386,1085
712885111,3812011568,863
712885111,3812011568,890
3812011568,712886044,6323
714545350,8633815288,36
714545350,8633815287,28
714545386,714639106,1685
8633815288,155291182,164
8633815287,714545358,11
8633815287,8633815288,31
8633815286,714545454,9
8633815286,8633815285,21
714639106,714638972,1482
714639106,714639658,1191
714545412,714545486,891
714545412,714545448,378
714545486,712885111,4366
714545448,8633815285,26
714545448,8633815286,19
8633815285,155279369,160
714638743,714639658,738
714638743,714638838,756
714639658,944723309,1118
714638838,714545412,2074
714638918,714638838,727
714638918,714638972,1084
714638972,944736393,3805
944736393,944736419,1092
944736393,944736419,1063
944723309,8681152613,489
944723309,944723301,776
944723253,714638918,973
944723301,155308598,434
944723307,8681152610,552
944723307,944723253,1240
8681152610,944723253,695
8681152610,8681152613,95
8681152610,8681152607,77
8681152613,944723301,291
8681152613,8681152610,95
944736322,944736492,1068
944736322,944736492,1106
944736492,714638743,4144
944736419,155257111,5357
946332450,478229635,961
1863742517,3411902921,81
1863742517,3813120959,56
946332433,946332804,654
946332433,155282109,438
946332455,946397330,597
946397330,946397349,291
1351010421,946332706,232
946332513,656916329,867
946332706,8681173827,281
946332617,946332725,145
946332725,946332450,204
946332676,946332513,376
946332745,8694797580,34
946332745,3411902905,53
946332500,477072838,7064
8681173827,3431031770,27
8681173827,3352370376,791
8694797580,8694797582,15
8694797580,3411902905,32
3411902905,8680019566,245
946397312,946332433,129
946640889,3823645797,618
946640889,1906542301,362
946397349,946397387,151
946397387,660174004,617
946397387,946397318,618
946397364,946397379,87
946397364,8678068789,67
946397379,155290967,40
8678068789,8678068788,14
8678068789,155392063,204
946640688,155369897,2568
946640738,1356850881,55
946640738,1906542301,210
946640613,946640810,11
946640810,3823682010,12
946640810,3823680654,455
946640657,155278102,461
946640689,3823680655,51
946640689,3823680651,41
3823680655,3823682010,425
3823680651,3823680654,13
3823680651,3823680655,38
946640722,946640737,988
946640722,946640659,465
946640737,946640791,631
946640737,1906542271,541
946640791,3823682012,27
946640791,3823682015,39
1906542271,946690836,2312
1906542301,946640837,13
1906542301,1356850820,223
3823682012,3823682015,26
3823682012,946640613,11
3823682015,2188531590,151
3823682010,3823682012,11
3823682010,1906542271,381
3823680654,155349907,159
3823680654,3823680649,12
3823645797,946640722,798
946690113,946690283,51
946690113,946690374,245
946690283,946690130,30
946690283,946690113,51
946690374,946690504,48
946690374,946690113,245
946690130,946690590,299
946690590,946690694,3508
946690177,946690714,37
946690177,2819588876,50
946690177,946690504,8
946690714,946690523,378
2819588876,946690177,50
2819588876,946690714,67
2819588876,1355914647,801
946690504,946690177,8
946690504,946690374,48
946690182,946690793,216
946690182,946690523,400
946690793,946690374,64
946690793,946690504,40
946690523,1357462994,1563
946690236,946690818,76
946690818,946690489,266
946690401,946690498,492
946690401,946690849,836
946690498,946690559,73
946690849,946690182,3484
946690416,946690130,36
946690489,946690849,453
946690489,946690754,671
946690754,946750866,3278
946690559,946690816,78
946690559,946690233,141
1357462994,155278102,222
1357462994,946640689,469
946690555,946690283,22
946690555,946690113,63
946690694,946690498,530
946690694,946690754,404
946750866,946750531,823
946750866,946750991,386
946690836,946690555,245
946690836,946690590,346
946750528,946750908,569
946750528,946750667,386
946750908,1906542351,39
946750908,946750667,501
946750667,946821533,1300
946750531,946750528,3843
946750850,946750735,3897
1906542325,1906542328,40
1906542325,155905752,42
946750624,946750754,36
946750754,946750531,349
946821533,946821585,354
946821533,946821697,713
946750715,946750586,457
946750715,946750731,531
946750731,946690401,3284
946750735,946750816,409
946750735,946750715,280
946750765,946750731,409
946750991,946750754,160
946750991,946750848,71
946750884,946750850,552
946750912,946750765,72
946751017,946750765,86
946820966,946822029,3451
946822029,946822147,430
946822029,946822147,460
1906542361,1906542333,704
946821055,946820966,728
946821055,946822152,194
946821313,946822012,3197
946822012,946820917,384
946822012,946821858,920
946821354,155898617,1592
946821355,946821874,1252
946821874,946821313,470
946821874,946821313,498
946821481,946821355,499
946821481,946821940,175
946821940,946821481,175
946821940,946821354,576
946821940,3479572648,901
946821585,1906542362,158
946821585,946821697,371
946821697,946821845,3650
946821534,946821354,952
946821534,946821940,390
1906542362,1906542361,92
1906542362,946821585,158
946821845,946822201,1990
946821845,494659482,736
946821775,155873346,517
946821775,946822032,992
946821791,946821355,1194
946821791,946821481,707
946821858,946821775,941
946822147,946821534,1052
946822272,946820966,197
946822280,946821858,330
6049400381,6049400376,50
6049400381,2359627657,32
1355534555,660173984,827
1355914647,2819588876,801
1355914647,1355914733,80
1355914733,2371410831,66
1355914733,2371410831,31
2371410831,1355914747,17
1355914747,155247712,42
1355914747,1355914685,27
1355975508,155244888,313
1356841411,1356850883,1329
1356841413,1356841411,141
1356841413,1356841399,132
1356850883,1356850758,12
1356850758,155311051,9
1356850758,155318594,975
1356850820,3823721584,33
1356850820,1356850729,167
3823721584,1356850942,36
3823721584,3823721638,50
3823721638,639124304,1386
2359627617,2359627620,10
2359627617,1358764547,1098
2359627617,8595705097,3123
1863742508,155271345,7338
3813120959,8694797577,15
1863742531,1355975508,18
1863742579,6063536007,25
6063536007,155257061,203
1906542333,1906542331,27
1906542333,1906542329,42
1906542360,1906542362,97
1906542360,155862239,314
1906542337,1906542336,42
2359732610,2359732701,195
2359732610,469433395,264
2359627620,2359627617,10
2359627620,8595705089,53
8595705097,8595705096,110
8595705097,8595705096,111
8595705089,2359627662,401
2359627657,2359627662,14
2359627657,6049400376,34
2359627662,2359627658,15
2359627662,2359627849,2184
6049400376,2359627617,412
2359627658,2359627657,11
2359627658,6049400375,31
6049400375,660173996,429
2359627849,639124142,82
2359627849,2359627864,64
6049400369,2359627658,35
6049400369,6049400375,50
3352369633,155365888,142
3352369633,1355887637,153
3352369684,3352369672,25
3352369684,155344474,22
3352369672,155344474,24
3352369672,3352369664,22
3352370365,8681173829,761
8681173829,8681173833,377
8681173829,946397330,369
